image_name,target
ISIC_3235868,0
ISIC_4956766,0
ISIC_0258065,0
ISIC_4565254,0
ISIC_5282854,0
ISIC_8211214,0
ISIC_0928581,0
ISIC_1585511,0
ISIC_5165286,0
ISIC_2012245,0
ISIC_3972249,0
ISIC_0694188,0
ISIC_8679067,0
ISIC_0405163,0
ISIC_7415285,0
ISIC_4756167,0
ISIC_2208555,0
ISIC_1926656,0
ISIC_7550917,0
ISIC_7207977,0
ISIC_4993799,0
ISIC_3590167,1
ISIC_6247314,0
ISIC_4234402,0
ISIC_5900283,0
ISIC_6247743,0
ISIC_4525700,0
ISIC_5243378,0
ISIC_3260974,0
ISIC_5120553,0
ISIC_2935682,0
ISIC_0341663,0
ISIC_3419264,0
ISIC_7153006,0
ISIC_8773685,0
ISIC_6553951,0
ISIC_6015020,0
ISIC_5953964,0
ISIC_9322705,0
ISIC_5577356,0
ISIC_5855400,0
ISIC_9024242,0
ISIC_9546876,0
ISIC_1456390,0
ISIC_2293255,0
ISIC_5440063,0
ISIC_0886853,0
ISIC_5714260,0
ISIC_7991549,0
ISIC_1352631,0
ISIC_1646084,0
ISIC_3328612,0
ISIC_5563553,0
ISIC_9339756,0
ISIC_4312804,0
ISIC_2186382,0
ISIC_3302289,0
ISIC_9294980,0
ISIC_3754247,0
ISIC_7933774,0
ISIC_4743874,0
ISIC_3386656,0
ISIC_1105133,0
ISIC_6358752,0
ISIC_6672885,0
ISIC_0567814,0
ISIC_1271286,0
ISIC_6931024,0
ISIC_1265381,0
ISIC_5281576,0
ISIC_9580941,0
ISIC_6023819,0
ISIC_4233746,0
ISIC_1307651,0
ISIC_1845331,0
ISIC_7602513,0
ISIC_1007014,0
ISIC_8229833,0
ISIC_8432955,0
ISIC_9538929,0
ISIC_5739948,0
ISIC_1766413,0
ISIC_5383064,0
ISIC_9317894,0
ISIC_9600205,0
ISIC_9629583,0
ISIC_7860124,0
ISIC_5305757,0
ISIC_5599298,0
ISIC_9199969,0
ISIC_2636561,0
ISIC_4126295,0
ISIC_6590864,0
ISIC_0455800,0
ISIC_5505407,0
ISIC_8025644,0
ISIC_0463755,0
ISIC_1833259,0
ISIC_8483490,0
ISIC_0353655,0
ISIC_0622112,0
ISIC_3003273,0
ISIC_6627654,0
ISIC_4110296,0
ISIC_5073160,0
ISIC_8157624,0
ISIC_5777181,0
ISIC_3700682,0
ISIC_9598453,0
ISIC_4162336,0
ISIC_9771199,0
ISIC_9062853,0
ISIC_5902170,0
ISIC_1738297,0
ISIC_5607452,0
ISIC_0231167,0
ISIC_9184450,0
ISIC_0765584,0
ISIC_2167621,0
ISIC_6757635,0
ISIC_2520713,0
ISIC_0195699,0
ISIC_5826063,0
ISIC_4556458,0
ISIC_1071371,0
ISIC_7461124,0
ISIC_9931733,0
ISIC_7880793,0
ISIC_4427755,0
ISIC_2604581,0
ISIC_7821675,0
ISIC_2737372,0
ISIC_7409165,0
ISIC_7399970,0
ISIC_1797927,0
ISIC_6974497,0
ISIC_6385793,0
ISIC_8689532,0
ISIC_4371913,0
ISIC_1576437,0
ISIC_5855918,0
ISIC_1930604,0
ISIC_3494567,0
ISIC_7254249,0
ISIC_2578624,0
ISIC_3934537,0
ISIC_5553865,0
ISIC_7688025,0
ISIC_5976373,0
ISIC_1774797,0
ISIC_9964609,0
ISIC_7861369,0
ISIC_3985782,0
ISIC_1561091,0
ISIC_9099430,0
ISIC_8196660,0
ISIC_2243372,0
ISIC_6243879,0
ISIC_2599331,0
ISIC_3510004,0
ISIC_4362713,1
ISIC_8280776,0
ISIC_4826024,0
ISIC_4401524,0
ISIC_4716997,0
ISIC_2796461,0
ISIC_4748031,0
ISIC_5148635,0
ISIC_2232461,0
ISIC_3242778,0
ISIC_1187477,0
ISIC_3809051,0
ISIC_4077798,0
ISIC_8544496,0
ISIC_7677876,0
ISIC_9114776,0
ISIC_8904639,0
ISIC_5459256,0
ISIC_4493482,1
ISIC_0391767,0
ISIC_6639094,0
ISIC_4464311,0
ISIC_4941243,0
ISIC_8871081,0
ISIC_4534608,0
ISIC_7399973,0
ISIC_9301809,0
ISIC_6771919,0
ISIC_0771168,0
ISIC_8858597,0
ISIC_2081142,0
ISIC_8017882,0
ISIC_0429932,0
ISIC_4939497,0
ISIC_6507412,0
ISIC_1856556,0
ISIC_1696845,0
ISIC_5311458,0
ISIC_4484889,0
ISIC_0237636,0
ISIC_1818071,0
ISIC_7025487,0
ISIC_3969232,0
ISIC_0204994,0
ISIC_8132874,0
ISIC_1937057,0
ISIC_8084443,0
ISIC_2742674,0
ISIC_1900558,0
ISIC_0571654,0
ISIC_0818621,0
ISIC_9878809,0
ISIC_6434192,0
ISIC_5030989,0
ISIC_6204286,0
ISIC_2388532,0
ISIC_3982913,0
ISIC_7841993,0
ISIC_4191011,0
ISIC_7054053,0
ISIC_0222150,0
ISIC_6008119,0
ISIC_8562717,0
ISIC_1444154,0
ISIC_2968542,0
ISIC_5309572,0
ISIC_7580756,0
ISIC_6124436,0
ISIC_6258546,0
ISIC_2155673,0
ISIC_7239245,0
ISIC_7515794,0
ISIC_9846324,0
ISIC_5877211,0
ISIC_1595658,0
ISIC_2353735,0
ISIC_6668197,0
ISIC_8324271,0
ISIC_1571442,0
ISIC_7976724,0
ISIC_4075797,0
ISIC_4856654,0
ISIC_6110425,0
ISIC_5581936,0
ISIC_0683925,0
ISIC_9142818,0
ISIC_8782612,0
ISIC_8398000,0
ISIC_0379979,0
ISIC_5735592,0
ISIC_5230975,0
ISIC_6560677,0
ISIC_1894639,0
ISIC_1074985,0
ISIC_4181530,0
ISIC_3386395,0
ISIC_4698219,0
ISIC_7800706,0
ISIC_6792277,0
ISIC_1328417,0
ISIC_3109156,0
ISIC_3301909,0
ISIC_4792338,0
ISIC_0846915,0
ISIC_5467356,0
ISIC_4867811,0
ISIC_1166678,0
ISIC_2502558,0
ISIC_4558228,0
ISIC_4810142,1
ISIC_1025009,0
ISIC_7690654,0
ISIC_3718422,0
ISIC_8048181,0
ISIC_5314534,0
ISIC_9077709,0
ISIC_6913638,0
ISIC_9619029,0
ISIC_7241549,0
ISIC_1616031,1
ISIC_3001380,0
ISIC_0918831,0
ISIC_0423483,0
ISIC_2027490,0
ISIC_8705626,0
ISIC_1158065,0
ISIC_2857174,0
ISIC_6300814,0
ISIC_5088967,0
ISIC_5615250,0
ISIC_3690767,0
ISIC_4876193,0
ISIC_1577876,0
ISIC_0914537,0
ISIC_4870701,0
ISIC_8347518,0
ISIC_7103351,0
ISIC_6191099,0
ISIC_3385712,0
ISIC_9648563,0
ISIC_5775102,0
ISIC_4842741,0
ISIC_5365145,0
ISIC_5559165,0
ISIC_8561963,0
ISIC_8157843,0
ISIC_1602466,0
ISIC_9206710,0
ISIC_3560519,0
ISIC_1396857,0
ISIC_1787026,0
ISIC_3212050,0
ISIC_4796032,0
ISIC_1964624,0
ISIC_0690734,0
ISIC_1636931,0
ISIC_6182833,0
ISIC_9641092,0
ISIC_8921092,0
ISIC_1364848,0
ISIC_8652341,0
ISIC_0270582,0
ISIC_2645615,0
ISIC_2046223,0
ISIC_4099750,0
ISIC_5588509,0
ISIC_7944654,0
ISIC_3456960,0
ISIC_1930877,0
ISIC_6427086,0
ISIC_2757276,0
ISIC_8769391,0
ISIC_4067686,0
ISIC_6928607,0
ISIC_3143245,0
ISIC_8382969,0
ISIC_1500815,0
ISIC_3941123,1
ISIC_9456322,0
ISIC_2681055,0
ISIC_3995777,0
ISIC_5511088,0
ISIC_9107094,0
ISIC_1729949,0
ISIC_6208107,0
ISIC_3923491,0
ISIC_8240552,0
ISIC_9169586,0
ISIC_1351965,0
ISIC_3029937,0
ISIC_8008242,0
ISIC_9542544,0
ISIC_1677092,0
ISIC_2692366,0
ISIC_3922602,0
ISIC_7585924,0
ISIC_4487743,0
ISIC_1002979,0
ISIC_1537566,0
ISIC_8436492,0
ISIC_7886280,0
ISIC_5142375,0
ISIC_7060964,0
ISIC_1901615,0
ISIC_8130596,0
ISIC_4849252,0
ISIC_2761622,0
ISIC_7968733,0
ISIC_1135340,0
ISIC_5549768,0
ISIC_9077898,0
ISIC_8323234,0
ISIC_7189351,0
ISIC_8909545,0
ISIC_8680266,0
ISIC_3804448,0
ISIC_1790549,0
ISIC_1643979,0
ISIC_9893641,0
ISIC_7932749,0
ISIC_9965843,0
ISIC_9113087,0
ISIC_4161227,0
ISIC_9164054,1
ISIC_1979473,0
ISIC_2797668,0
ISIC_1355214,0
ISIC_9982623,0
ISIC_9076034,0
ISIC_9336830,0
ISIC_6186467,0
ISIC_6252453,0
ISIC_2776986,0
ISIC_1147733,0
ISIC_7721903,0
ISIC_8413496,0
ISIC_2384107,0
ISIC_4407516,0
ISIC_4851366,1
ISIC_8751106,0
ISIC_0331947,0
ISIC_6238658,0
ISIC_6935634,0
ISIC_2582493,0
ISIC_3607155,0
ISIC_1145963,0
ISIC_1920685,0
ISIC_8758963,0
ISIC_0875971,0
ISIC_3173572,0
ISIC_6574514,0
ISIC_6757765,0
ISIC_1641366,0
ISIC_9368534,0
ISIC_8976688,0
ISIC_1282922,0
ISIC_5705413,0
ISIC_3018550,0
ISIC_3984167,0
ISIC_5556297,0
ISIC_5554069,0
ISIC_1464939,0
ISIC_8128257,0
ISIC_1951999,0
ISIC_1470522,0
ISIC_5529201,0
ISIC_2782870,0
ISIC_7480166,0
ISIC_3742028,0
ISIC_6786974,0
ISIC_0156772,0
ISIC_4699072,0
ISIC_1929037,0
ISIC_4005585,0
ISIC_4256214,0
ISIC_9125409,0
ISIC_1269601,0
ISIC_4045323,0
ISIC_2018361,0
ISIC_5196937,0
ISIC_0712254,0
ISIC_3678036,0
ISIC_0445396,0
ISIC_8248353,0
ISIC_4858439,0
ISIC_7315258,0
ISIC_4139000,0
ISIC_2410265,0
ISIC_2850769,0
ISIC_4357962,0
ISIC_9745283,0
ISIC_9267639,0
ISIC_3982470,0
ISIC_1719433,0
ISIC_4433514,0
ISIC_0431008,0
ISIC_0299242,0
ISIC_6096693,0
ISIC_8286826,0
ISIC_8278308,0
ISIC_3902956,0
ISIC_3356316,0
ISIC_3665695,0
ISIC_2555243,0
ISIC_6320012,0
ISIC_0854201,0
ISIC_7452152,0
ISIC_3957077,0
ISIC_2451671,0
ISIC_7929526,0
ISIC_8315906,0
ISIC_4791227,0
ISIC_2509850,0
ISIC_1308938,0
ISIC_9144769,0
ISIC_5369000,1
ISIC_1637588,0
ISIC_3619052,0
ISIC_1799484,0
ISIC_1826094,0
ISIC_3522923,0
ISIC_2731957,0
ISIC_0927057,0
ISIC_5803938,0
ISIC_0919351,0
ISIC_3034548,0
ISIC_8624186,0
ISIC_2154275,0
ISIC_3176269,0
ISIC_3866641,0
ISIC_0787745,0
ISIC_8837792,0
ISIC_9699901,0
ISIC_5924898,0
ISIC_9190784,0
ISIC_4933735,0
ISIC_5663164,0
ISIC_4334767,0
ISIC_5076871,0
ISIC_8184564,0
ISIC_1000328,0
ISIC_8034030,0
ISIC_0889988,0
ISIC_6930719,0
ISIC_4063097,0
ISIC_4358550,0
ISIC_2817214,0
ISIC_5327000,0
ISIC_4752151,0
ISIC_4612015,0
ISIC_4255737,0
ISIC_2226940,0
ISIC_6352858,0
ISIC_5774483,0
ISIC_0404809,0
ISIC_0817140,0
ISIC_5435067,0
ISIC_7474994,0
ISIC_1130830,0
ISIC_5003391,0
ISIC_2608944,0
ISIC_7818429,0
ISIC_9910101,0
ISIC_6702684,0
ISIC_4998280,0
ISIC_1311771,0
ISIC_9586758,0
ISIC_4083434,0
ISIC_0696150,0
ISIC_3286577,0
ISIC_1716299,0
ISIC_8811596,0
ISIC_7436377,0
ISIC_3774190,0
ISIC_2598575,0
ISIC_8235969,0
ISIC_7706503,0
ISIC_7599444,0
ISIC_7706582,0
ISIC_4964478,0
ISIC_8116581,0
ISIC_3657663,0
ISIC_7073459,0
ISIC_8314360,0
ISIC_9066201,0
ISIC_4026019,0
ISIC_7138726,0
ISIC_4724738,0
ISIC_1405454,0
ISIC_7753076,0
ISIC_0849702,0
ISIC_9011766,0
ISIC_6763196,0
ISIC_1309130,0
ISIC_0980012,0
ISIC_8020688,0
ISIC_1741487,0
ISIC_4241316,0
ISIC_9408967,0
ISIC_0178430,0
ISIC_1514117,0
ISIC_0321114,0
ISIC_5116541,0
ISIC_7292853,0
ISIC_4397755,0
ISIC_6550427,0
ISIC_0292775,0
ISIC_7162711,0
ISIC_2079300,0
ISIC_0637539,0
ISIC_0873657,0
ISIC_4327247,0
ISIC_5173742,0
ISIC_9026387,0
ISIC_4111260,0
ISIC_9706318,0
ISIC_6324520,0
ISIC_3191646,0
ISIC_0681844,0
ISIC_4535920,0
ISIC_2859638,0
ISIC_8109460,0
ISIC_5709767,0
ISIC_0372318,0
ISIC_0330567,0
ISIC_5622782,0
ISIC_6548734,0
ISIC_3027105,0
ISIC_9824211,0
ISIC_0658963,0
ISIC_5969449,0
ISIC_7920645,0
ISIC_3023452,0
ISIC_8340426,0
ISIC_0702317,0
ISIC_9845258,0
ISIC_9137180,0
ISIC_9103422,0
ISIC_6707991,0
ISIC_2889981,0
ISIC_2537370,0
ISIC_7840368,0
ISIC_9545819,0
ISIC_7800415,0
ISIC_0631420,0
ISIC_4891204,0
ISIC_0423201,0
ISIC_1707030,0
ISIC_9758671,0
ISIC_9605236,0
ISIC_3260019,0
ISIC_9167890,0
ISIC_7351614,0
ISIC_0292349,0
ISIC_7832764,0
ISIC_1194944,0
ISIC_9928124,0
ISIC_4978039,0
ISIC_7604596,0
ISIC_5732487,0
ISIC_7271003,0
ISIC_9815806,0
ISIC_4411889,0
ISIC_5592951,0
ISIC_5692027,0
ISIC_1202976,0
ISIC_2808280,0
ISIC_4031143,0
ISIC_3144156,0
ISIC_7158063,0
ISIC_5134862,0
ISIC_6458982,0
ISIC_4280352,0
ISIC_5035663,0
ISIC_5859840,0
ISIC_3612285,0
ISIC_6204417,0
ISIC_8712312,0
ISIC_2927109,0
ISIC_5377237,0
ISIC_5268669,0
ISIC_5730466,0
ISIC_9788545,0
ISIC_1924821,0
ISIC_7524426,0
ISIC_1940321,0
ISIC_5204408,0
ISIC_4133875,0
ISIC_7450965,0
ISIC_8865426,0
ISIC_5573679,0
ISIC_8634670,0
ISIC_7699223,0
ISIC_2547431,0
ISIC_2319387,0
ISIC_0587664,0
ISIC_6785249,0
ISIC_7602656,0
ISIC_4686274,0
ISIC_4758968,0
ISIC_8277867,0
ISIC_9643578,0
ISIC_9761523,0
ISIC_4457514,0
ISIC_9029813,0
ISIC_4191215,0
ISIC_3181899,0
ISIC_8687356,0
ISIC_1111050,0
ISIC_9498942,0
ISIC_4459125,0
ISIC_8105845,0
ISIC_3901421,0
ISIC_5076396,0
ISIC_1972876,0
ISIC_5221189,0
ISIC_1932154,0
ISIC_3695697,0
ISIC_0523228,0
ISIC_8474660,0
ISIC_9379816,0
ISIC_7969552,0
ISIC_8425893,0
ISIC_1883402,0
ISIC_6371959,0
ISIC_6601052,0
ISIC_5526879,0
ISIC_8617145,0
ISIC_3609716,0
ISIC_9699728,0
ISIC_9470876,0
ISIC_0433742,0
ISIC_1314474,0
ISIC_4650236,0
ISIC_7297078,0
ISIC_8380676,0
ISIC_3800077,0
ISIC_5196220,0
ISIC_4849032,0
ISIC_3395529,0
ISIC_9761658,0
ISIC_0287784,0
ISIC_6516710,1
ISIC_5831911,0
ISIC_1138868,0
ISIC_1580068,0
ISIC_6159454,0
ISIC_8479913,0
ISIC_6910956,0
ISIC_9419841,0
ISIC_9114539,0
ISIC_0082348,0
ISIC_5157055,0
ISIC_6023795,0
ISIC_7114660,0
ISIC_9562442,0
ISIC_1326295,0
ISIC_9687776,0
ISIC_2594901,0
ISIC_9816307,0
ISIC_1186077,0
ISIC_8544021,0
ISIC_3562294,0
ISIC_1465913,0
ISIC_8898552,0
ISIC_5477879,0
ISIC_3520750,0
ISIC_8272627,0
ISIC_7579536,0
ISIC_3956937,0
ISIC_9513808,0
ISIC_8830761,0
ISIC_0304703,0
ISIC_5513509,0
ISIC_4850678,0
ISIC_7416702,0
ISIC_3138836,0
ISIC_1880716,0
ISIC_5652135,0
ISIC_1161936,0
ISIC_1795529,0
ISIC_3782874,0
ISIC_5289026,0
ISIC_5194345,0
ISIC_9764522,0
ISIC_2364385,0
ISIC_6320692,0
ISIC_3702669,0
ISIC_0876230,0
ISIC_3445801,0
ISIC_7494625,0
ISIC_7211332,0
ISIC_1633816,0
ISIC_5315125,0
ISIC_4828943,0
ISIC_6559838,0
ISIC_9367445,0
ISIC_7083023,0
ISIC_0981657,0
ISIC_1206585,0
ISIC_0840255,0
ISIC_2618635,0
ISIC_2321092,0
ISIC_2801126,0
ISIC_9760093,0
ISIC_7839220,0
ISIC_1341068,0
ISIC_6754684,0
ISIC_7381220,0
ISIC_3972165,0
ISIC_8349746,0
ISIC_6480425,0
ISIC_5163807,0
ISIC_0434114,0
ISIC_7168300,0
ISIC_4523382,1
ISIC_3640050,0
ISIC_3838178,0
ISIC_6502825,0
ISIC_3613068,0
ISIC_8663353,0
ISIC_1805921,0
ISIC_2400002,0
ISIC_1012387,0
ISIC_4558701,0
ISIC_0423788,0
ISIC_7119107,0
ISIC_7180096,0
ISIC_2885968,0
ISIC_8397077,0
ISIC_2214769,0
ISIC_0416856,0
ISIC_3292151,0
ISIC_3735572,0
ISIC_7609592,0
ISIC_7535412,0
ISIC_6432413,0
ISIC_8532425,0
ISIC_7838687,0
ISIC_1465113,0
ISIC_9267202,0
ISIC_6618943,0
ISIC_8237243,0
ISIC_4974788,0
ISIC_4403411,0
ISIC_1593260,0
ISIC_0313653,0
ISIC_6515089,0
ISIC_3603710,0
ISIC_2555904,0
ISIC_1236107,0
ISIC_4904405,0
ISIC_6641543,0
ISIC_6550073,0
ISIC_9483417,0
ISIC_5302229,0
ISIC_3400972,0
ISIC_2856521,0
ISIC_9629024,0
ISIC_6319067,0
ISIC_9309245,0
ISIC_2904884,0
ISIC_3617229,0
ISIC_1452175,0
ISIC_5474398,0
ISIC_3358528,0
ISIC_3408383,0
ISIC_6639525,0
ISIC_6583844,0
ISIC_9956400,0
ISIC_1753391,0
ISIC_8329040,0
ISIC_6717114,0
ISIC_4201327,0
ISIC_6299415,0
ISIC_1400235,0
ISIC_2664973,0
ISIC_6141339,0
ISIC_7485991,0
ISIC_9657852,0
ISIC_5833906,0
ISIC_2013861,0
ISIC_7894682,0
ISIC_9638088,0
ISIC_8381631,0
ISIC_6262316,0
ISIC_1650001,0
ISIC_8086499,0
ISIC_4368478,0
ISIC_6654875,0
ISIC_0339099,0
ISIC_6971579,0
ISIC_4273868,0
ISIC_8913150,0
ISIC_9703315,0
ISIC_5952026,0
ISIC_4555130,0
ISIC_3510802,0
ISIC_7140243,0
ISIC_5485142,0
ISIC_1995402,0
ISIC_4827138,0
ISIC_2425013,0
ISIC_1445790,0
ISIC_0786366,0
ISIC_1162156,0
ISIC_2500637,0
ISIC_0523125,0
ISIC_0841327,0
ISIC_7452871,0
ISIC_6023585,0
ISIC_8296246,0
ISIC_4002850,0
ISIC_6702997,0
ISIC_4768491,0
ISIC_1727542,0
ISIC_0949164,0
ISIC_7738923,0
ISIC_0200174,0
ISIC_2285264,0
ISIC_7603865,0
ISIC_7929735,0
ISIC_3101618,0
ISIC_7132222,0
ISIC_4856118,0
ISIC_5046055,0
ISIC_1457687,0
ISIC_0420331,0
ISIC_8275281,0
ISIC_1307045,0
ISIC_6073559,0
ISIC_6676647,0
ISIC_6771825,0
ISIC_6244808,0
ISIC_8765435,0
ISIC_8340895,0
ISIC_5176297,0
ISIC_3478437,0
ISIC_4248187,0
ISIC_9547089,0
ISIC_9865097,0
ISIC_5620257,0
ISIC_4164955,0
ISIC_3302044,0
ISIC_6890421,0
ISIC_8806519,0
ISIC_7164567,0
ISIC_1604845,0
ISIC_6954782,0
ISIC_1960550,0
ISIC_7308784,0
ISIC_8890072,0
ISIC_0890398,0
ISIC_0805941,0
ISIC_7364411,0
ISIC_5481673,0
ISIC_6016759,0
ISIC_2550506,0
ISIC_4597566,0
ISIC_2406580,0
ISIC_8715792,0
ISIC_3960794,0
ISIC_9295267,0
ISIC_5190920,0
ISIC_1250770,0
ISIC_0313067,0
ISIC_2381167,0
ISIC_3757407,0
ISIC_7309302,0
ISIC_4041555,0
ISIC_4511511,0
ISIC_8418303,0
ISIC_5141510,0
ISIC_2513338,0
ISIC_0639140,0
ISIC_4722021,0
ISIC_5320770,0
ISIC_8387437,0
ISIC_3485557,0
ISIC_4221726,0
ISIC_6576368,0
ISIC_1263378,0
ISIC_6065057,0
ISIC_1350991,0
ISIC_2204393,0
ISIC_5359253,0
ISIC_9038898,0
ISIC_8704672,0
ISIC_0533122,1
ISIC_0437284,0
ISIC_9223743,0
ISIC_3642399,0
ISIC_7156892,0
ISIC_9134566,0
ISIC_3948754,0
ISIC_0199455,0
ISIC_9187876,0
ISIC_3929045,0
ISIC_5131198,0
ISIC_5073847,0
ISIC_1666470,0
ISIC_2841488,0
ISIC_3999217,0
ISIC_0645462,0
ISIC_2406262,0
ISIC_3290915,0
ISIC_8366327,0
ISIC_5721110,0
ISIC_6043051,0
ISIC_2005921,0
ISIC_4134314,0
ISIC_3218135,0
ISIC_1896191,0
ISIC_7637801,0
ISIC_3368468,0
ISIC_1113686,0
ISIC_8899653,0
ISIC_6857334,0
ISIC_5541223,0
ISIC_8669004,0
ISIC_3640690,0
ISIC_3439215,0
ISIC_4983464,0
ISIC_7365889,0
ISIC_6131286,0
ISIC_1761799,0
ISIC_1695424,0
ISIC_8792007,0
ISIC_0171946,0
ISIC_5831201,0
ISIC_3633794,0
ISIC_4792234,0
ISIC_3332556,0
ISIC_0822238,0
ISIC_3800373,0
ISIC_8649251,0
ISIC_9484736,0
ISIC_7770394,0
ISIC_6020376,0
ISIC_7236842,0
ISIC_0164297,0
ISIC_0301404,0
ISIC_8672524,1
ISIC_1514401,0
ISIC_6439380,0
ISIC_9019691,0
ISIC_1396573,0
ISIC_9698575,0
ISIC_4059545,0
ISIC_7205863,0
ISIC_3677336,0
ISIC_4475297,0
ISIC_4419837,0
ISIC_5923462,0
ISIC_7997886,0
ISIC_8319058,0
ISIC_8009880,0
ISIC_4506190,0
ISIC_1896306,0
ISIC_6275397,0
ISIC_4177043,0
ISIC_8007828,0
ISIC_2291042,0
ISIC_3990263,0
ISIC_2439714,0
ISIC_1614712,0
ISIC_5057452,0
ISIC_1744866,0
ISIC_9254136,0
ISIC_2186496,0
ISIC_9978498,0
ISIC_8962744,0
